HDFS,база данных,роль,группа,Вид учетной записи,учетная запись,YARN
/data/custom/rb/tsm_retail/pa,custom_rb_tsm_retail,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/tsm_retail/pa,custom_rb_tsm_retail,r_dc_custom_rb_tsm_retail_ro,g_dc_d_custom_rb_tsm_retail_ro,Пользователь,,
/data/custom/rb/tsm_retail/stg,custom_rb_tsm_retail_stg,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/tsm_retail/stg,custom_rb_tsm_retail_stg,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/tsm_sme/pa,custom_rb_tsm_sme,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/tsm_sme/pa,custom_rb_tsm_sme,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/tsm_sme/pa,custom_rb_tsm_sme,r_dc_custom_rb_tsm_sme_ro,g_dc_d_custom_rb_tsm_sme_ro,Пользователь,,
/data/custom/rb/tsm_sme/stg,custom_rb_tsm_sme_stg,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/tsm_sme/stg,custom_rb_tsm_sme_stg,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/yandexmarket/pa,custom_rb_yandexmarket,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/yandexmarket/pa,custom_rb_yandexmarket,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/yandexmarket/pa,custom_rb_yandexmarket,r_dc_custom_rb_yandexmarket_ro,g_dc_d_custom_rb_yandexmarket_ro,Пользователь,,
/data/custom/rb/yandexmarket/stg,custom_rb_yandexmarket_stg,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/yandexmarket/stg,custom_rb_yandexmarket_stg,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/yupiter/pa,custom_rb_yupiter,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/yupiter/pa,custom_rb_yupiter,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/yupiter/pa,custom_rb_yupiter,r_dc_custom_rb_yupiter_ro,g_dc_d_custom_rb_yupiter_ro,Пользователь,,
/data/custom/rb/yupiter/stg,custom_rb_yupiter_stg,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/yupiter/stg,custom_rb_yupiter_stg,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/risk/trig/input,custom_risk_trig_input,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/risk/trig/input,custom_risk_trig_input,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/risk/trig/input,custom_risk_trig_input,r_dc_custom_risk_trig_input_ro,g_dc_d_custom_risk_trig_input_ro,Пользователь,,
/data/custom/rb/clickstream/pa,custom_rb_clickstream,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/clickstream/pa,custom_rb_clickstream,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
/data/custom/rb/clickstream/pa,custom_rb_clickstream,r_dc_custom_rb_clickstream_ro,g_dc_d_custom_rb_clickstream_ro,Пользователь,,
/data/custom/rb/clickstream/stg,custom_rb_clickstream_stg,r_dc_custom_team_rozn_rw,g_dc_d_custom_team_rozn_rw,ТУЗ,u_dc_s_custom_rb,
/data/custom/rb/clickstream/stg,custom_rb_clickstream_stg,r_dc_3ls_ro,g_dc_d_3ls_ro,Пользователь,,
,internal_ekp_ibs,r_dc_internal_ekp_ibs_ro,g_dc_d_internal_ekp_ibs_ro,ТУЗ,u_dc_s_custom_rb,
,internal_ekp_ibs_hist,r_dc_internal_ekp_ibs_hist_ro,g_dc_d_internal_ekp_ibs_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_way4_ows,r_dc_internal_way4_ows_ro,g_dc_d_internal_way4_ows_ro,ТУЗ,u_dc_s_custom_rb,
,internal_way4_ows_hist,r_dc_internal_way4_ows_hist_ro,g_dc_d_internal_way4_ows_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_way4dm_dtw4c,r_dc_internal_way4dm_dtw4c_ro,g_dc_d_internal_way4dm_dtw4c_ro,ТУЗ,u_dc_s_custom_rb,
,internal_way4dm_dtw4c_hist,r_dc_internal_way4dm_dtw4c_hist_ro,g_dc_d_internal_way4dm_dtw4c_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl,r_dc_internal_erib_srb_ikfl_ro,g_dc_d_internal_erib_srb_ikfl_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl_hist,r_dc_internal_erib_srb_ikfl_hist_ro,g_dc_d_internal_erib_srb_ikfl_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl2,r_dc_internal_erib_srb_ikfl2_ro,g_dc_d_internal_erib_srb_ikfl2_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl2_hist,r_dc_internal_erib_srb_ikfl2_hist_ro,g_dc_d_internal_erib_srb_ikfl2_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl3,r_dc_internal_erib_srb_ikfl3_ro,g_dc_d_internal_erib_srb_ikfl3_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl3_hist,r_dc_internal_erib_srb_ikfl3_hist_ro,g_dc_d_internal_erib_srb_ikfl3_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl4,r_dc_internal_erib_srb_ikfl4_ro,g_dc_d_internal_erib_srb_ikfl4_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl4_hist,r_dc_internal_erib_srb_ikfl4_hist_ro,g_dc_d_internal_erib_srb_ikfl4_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl_gf,r_dc_internal_erib_srb_ikfl_gf_ro,g_dc_d_internal_erib_srb_ikfl_gf_ro,ТУЗ,u_dc_s_custom_rb,
,internal_erib_srb_ikfl_gf_hist,r_dc_internal_erib_srb_ikfl_gf_hist_ro,g_dc_d_internal_erib_srb_ikfl_gf_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_mdm_mdm,r_dc_internal_mdm_mdm_ro,g_dc_d_internal_mdm_mdm_ro,ТУЗ,u_dc_s_custom_rb,
,internal_mdm_mdm_hist,r_dc_internal_mdm_mdm_hist_ro,g_dc_d_internal_mdm_mdm_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_eps_ibs,r_dc_internal_eps_ibs_ro,g_dc_d_internal_eps_ibs_ro,ТУЗ,u_dc_s_custom_rb,
,internal_eps_ibs_hist,r_dc_internal_eps_ibs_hist_ro,g_dc_d_internal_eps_ibs_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_autopay_autopay,r_dc_internal_autopay_autopay_ro,g_dc_d_internal_autopay_autopay_ro,ТУЗ,u_dc_s_custom_rb,
,internal_autopay_autopay_hist,r_dc_internal_autopay_autopay_hist_ro,g_dc_d_internal_autopay_autopay_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_autopayment_dbo,r_dc_internal_autopayment_dbo_ro,g_dc_d_internal_autopayment_dbo_ro,ТУЗ,u_dc_s_custom_rb,
,internal_autopayment_dbo_hist,r_dc_internal_autopayment_dbo_hist_ro,g_dc_d_internal_autopayment_dbo_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_infobank_dbo,r_dc_internal_infobank_dbo_ro,g_dc_d_internal_infobank_dbo_ro,ТУЗ,u_dc_s_custom_rb,
,internal_infobank_dbo_hist,r_dc_internal_infobank_dbo_hist_ro,g_dc_d_internal_infobank_dbo_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_integrator,r_dc_internal_cod13_integrator_ro,g_dc_d_internal_cod13_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod16_integrator,r_dc_internal_cod16_integrator_ro,g_dc_d_internal_cod16_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod18_integrator,r_dc_internal_cod18_integrator_ro,g_dc_d_internal_cod18_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod38_integrator,r_dc_internal_cod38_integrator_ro,g_dc_d_internal_cod38_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod40_integrator,r_dc_internal_cod40_integrator_ro,g_dc_d_internal_cod40_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod42_integrator,r_dc_internal_cod42_integrator_ro,g_dc_d_internal_cod42_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod44_integrator,r_dc_internal_cod44_integrator_ro,g_dc_d_internal_cod44_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod49_integrator,r_dc_internal_cod49_integrator_ro,g_dc_d_internal_cod49_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod52_integrator,r_dc_internal_cod52_integrator_ro,g_dc_d_internal_cod52_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod54_integrator,r_dc_internal_cod54_integrator_ro,g_dc_d_internal_cod54_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod55_integrator,r_dc_internal_cod55_integrator_ro,g_dc_d_internal_cod55_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod67_integrator,r_dc_internal_cod67_integrator_ro,g_dc_d_internal_cod67_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod70_integrator,r_dc_internal_cod70_integrator_ro,g_dc_d_internal_cod70_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod77_integrator,r_dc_internal_cod77_integrator_ro,g_dc_d_internal_cod77_integrator_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_offcash,r_dc_internal_cod13_offcash_ro,g_dc_d_internal_cod13_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod16_offcash,r_dc_internal_cod16_offcash_ro,g_dc_d_internal_cod16_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod18_offcash,r_dc_internal_cod18_offcash_ro,g_dc_d_internal_cod18_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod38_offcash,r_dc_internal_cod38_offcash_ro,g_dc_d_internal_cod38_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod40_offcash,r_dc_internal_cod40_offcash_ro,g_dc_d_internal_cod40_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod42_offcash,r_dc_internal_cod42_offcash_ro,g_dc_d_internal_cod42_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod44_offcash,r_dc_internal_cod44_offcash_ro,g_dc_d_internal_cod44_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod49_offcash,r_dc_internal_cod49_offcash_ro,g_dc_d_internal_cod49_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod52_offcash,r_dc_internal_cod52_offcash_ro,g_dc_d_internal_cod52_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod54_offcash,r_dc_internal_cod54_offcash_ro,g_dc_d_internal_cod54_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod55_offcash,r_dc_internal_cod55_offcash_ro,g_dc_d_internal_cod55_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod67_offcash,r_dc_internal_cod67_offcash_ro,g_dc_d_internal_cod67_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod70_offcash,r_dc_internal_cod70_offcash_ro,g_dc_d_internal_cod70_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod77_offcash,r_dc_internal_cod77_offcash_ro,g_dc_d_internal_cod77_offcash_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_integrator_hist,r_dc_internal_cod13_integrator_hist_ro,g_dc_d_internal_cod13_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod16_integrator_hist,r_dc_internal_cod16_integrator_hist_ro,g_dc_d_internal_cod16_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod18_integrator_hist,r_dc_internal_cod18_integrator_hist_ro,g_dc_d_internal_cod18_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod38_integrator_hist,r_dc_internal_cod38_integrator_hist_ro,g_dc_d_internal_cod38_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod40_integrator_hist,r_dc_internal_cod40_integrator_hist_ro,g_dc_d_internal_cod40_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod42_integrator_hist,r_dc_internal_cod42_integrator_hist_ro,g_dc_d_internal_cod42_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod44_integrator_hist,r_dc_internal_cod44_integrator_hist_ro,g_dc_d_internal_cod44_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod49_integrator_hist,r_dc_internal_cod49_integrator_hist_ro,g_dc_d_internal_cod49_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod52_integrator_hist,r_dc_internal_cod52_integrator_hist_ro,g_dc_d_internal_cod52_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod54_integrator_hist,r_dc_internal_cod54_integrator_hist_ro,g_dc_d_internal_cod54_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod55_integrator_hist,r_dc_internal_cod55_integrator_hist_ro,g_dc_d_internal_cod55_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod67_integrator_hist,r_dc_internal_cod67_integrator_hist_ro,g_dc_d_internal_cod67_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod70_integrator_hist,r_dc_internal_cod70_integrator_hist_ro,g_dc_d_internal_cod70_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod77_integrator_hist,r_dc_internal_cod77_integrator_hist_ro,g_dc_d_internal_cod77_integrator_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_offcash_hist,r_dc_internal_cod13_offcash_hist_ro,g_dc_d_internal_cod13_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod16_offcash_hist,r_dc_internal_cod16_offcash_hist_ro,g_dc_d_internal_cod16_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod18_offcash_hist,r_dc_internal_cod18_offcash_hist_ro,g_dc_d_internal_cod18_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod38_offcash_hist,r_dc_internal_cod38_offcash_hist_ro,g_dc_d_internal_cod38_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod40_offcash_hist,r_dc_internal_cod40_offcash_hist_ro,g_dc_d_internal_cod40_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod42_offcash_hist,r_dc_internal_cod42_offcash_hist_ro,g_dc_d_internal_cod42_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod44_offcash_hist,r_dc_internal_cod44_offcash_hist_ro,g_dc_d_internal_cod44_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod49_offcash_hist,r_dc_internal_cod49_offcash_hist_ro,g_dc_d_internal_cod49_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod52_offcash_hist,r_dc_internal_cod52_offcash_hist_ro,g_dc_d_internal_cod52_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod54_offcash_hist,r_dc_internal_cod54_offcash_hist_ro,g_dc_d_internal_cod54_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod55_offcash_hist,r_dc_internal_cod55_offcash_hist_ro,g_dc_d_internal_cod55_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod67_offcash_hist,r_dc_internal_cod67_offcash_hist_ro,g_dc_d_internal_cod67_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod70_offcash_hist,r_dc_internal_cod70_offcash_hist_ro,g_dc_d_internal_cod70_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod77_offcash_hist,r_dc_internal_cod77_offcash_hist_ro,g_dc_d_internal_cod77_offcash_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_deposit,r_dc_internal_cod13_deposit_ro,g_dc_d_internal_cod13_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod16_deposit,r_dc_internal_cod16_deposit_ro,g_dc_d_internal_cod16_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod18_deposit,r_dc_internal_cod18_deposit_ro,g_dc_d_internal_cod18_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod38_deposit,r_dc_internal_cod38_deposit_ro,g_dc_d_internal_cod38_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod40_deposit,r_dc_internal_cod40_deposit_ro,g_dc_d_internal_cod40_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod42_deposit,r_dc_internal_cod42_deposit_ro,g_dc_d_internal_cod42_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod44_deposit,r_dc_internal_cod44_deposit_ro,g_dc_d_internal_cod44_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod49_deposit,r_dc_internal_cod49_deposit_ro,g_dc_d_internal_cod49_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod52_deposit,r_dc_internal_cod52_deposit_ro,g_dc_d_internal_cod52_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod54_deposit,r_dc_internal_cod54_deposit_ro,g_dc_d_internal_cod54_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod55_deposit,r_dc_internal_cod55_deposit_ro,g_dc_d_internal_cod55_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod67_deposit,r_dc_internal_cod67_deposit_ro,g_dc_d_internal_cod67_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod70_deposit,r_dc_internal_cod70_deposit_ro,g_dc_d_internal_cod70_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod77_deposit,r_dc_internal_cod77_deposit_ro,g_dc_d_internal_cod77_deposit_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_deposit_hist,r_dc_internal_cod13_deposit_hist_ro,g_dc_d_internal_cod13_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod16_deposit_hist,r_dc_internal_cod16_deposit_hist_ro,g_dc_d_internal_cod16_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod18_deposit_hist,r_dc_internal_cod18_deposit_hist_ro,g_dc_d_internal_cod18_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod38_deposit_hist,r_dc_internal_cod38_deposit_hist_ro,g_dc_d_internal_cod38_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod40_deposit_hist,r_dc_internal_cod40_deposit_hist_ro,g_dc_d_internal_cod40_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod42_deposit_hist,r_dc_internal_cod42_deposit_hist_ro,g_dc_d_internal_cod42_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod44_deposit_hist,r_dc_internal_cod44_deposit_hist_ro,g_dc_d_internal_cod44_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod49_deposit_hist,r_dc_internal_cod49_deposit_hist_ro,g_dc_d_internal_cod49_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod52_deposit_hist,r_dc_internal_cod52_deposit_hist_ro,g_dc_d_internal_cod52_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod54_deposit_hist,r_dc_internal_cod54_deposit_hist_ro,g_dc_d_internal_cod54_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod55_deposit_hist,r_dc_internal_cod55_deposit_hist_ro,g_dc_d_internal_cod55_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod67_deposit_hist,r_dc_internal_cod67_deposit_hist_ro,g_dc_d_internal_cod67_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod70_deposit_hist,r_dc_internal_cod70_deposit_hist_ro,g_dc_d_internal_cod70_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod77_deposit_hist,r_dc_internal_cod77_deposit_hist_ro,g_dc_d_internal_cod77_deposit_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_nsi,r_dc_internal_cod13_nsi_ro,g_dc_d_internal_cod13_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod16_nsi,r_dc_internal_cod16_nsi_ro,g_dc_d_internal_cod16_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod18_nsi,r_dc_internal_cod18_nsi_ro,g_dc_d_internal_cod18_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod38_nsi,r_dc_internal_cod38_nsi_ro,g_dc_d_internal_cod38_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod40_nsi,r_dc_internal_cod40_nsi_ro,g_dc_d_internal_cod40_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod42_nsi,r_dc_internal_cod42_nsi_ro,g_dc_d_internal_cod42_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod44_nsi,r_dc_internal_cod44_nsi_ro,g_dc_d_internal_cod44_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod49_nsi,r_dc_internal_cod49_nsi_ro,g_dc_d_internal_cod49_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod52_nsi,r_dc_internal_cod52_nsi_ro,g_dc_d_internal_cod52_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod54_nsi,r_dc_internal_cod54_nsi_ro,g_dc_d_internal_cod54_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod55_nsi,r_dc_internal_cod55_nsi_ro,g_dc_d_internal_cod55_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod67_nsi,r_dc_internal_cod67_nsi_ro,g_dc_d_internal_cod67_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod70_nsi,r_dc_internal_cod70_nsi_ro,g_dc_d_internal_cod70_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod77_nsi,r_dc_internal_cod77_nsi_ro,g_dc_d_internal_cod77_nsi_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_nsi_hist,r_dc_internal_cod13_nsi_hist_ro,g_dc_d_internal_cod13_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod16_nsi_hist,r_dc_internal_cod16_nsi_hist_ro,g_dc_d_internal_cod16_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod18_nsi_hist,r_dc_internal_cod18_nsi_hist_ro,g_dc_d_internal_cod18_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod38_nsi_hist,r_dc_internal_cod38_nsi_hist_ro,g_dc_d_internal_cod38_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod40_nsi_hist,r_dc_internal_cod40_nsi_hist_ro,g_dc_d_internal_cod40_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod42_nsi_hist,r_dc_internal_cod42_nsi_hist_ro,g_dc_d_internal_cod42_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod44_nsi_hist,r_dc_internal_cod44_nsi_hist_ro,g_dc_d_internal_cod44_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod49_nsi_hist,r_dc_internal_cod49_nsi_hist_ro,g_dc_d_internal_cod49_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod52_nsi_hist,r_dc_internal_cod52_nsi_hist_ro,g_dc_d_internal_cod52_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod54_nsi_hist,r_dc_internal_cod54_nsi_hist_ro,g_dc_d_internal_cod54_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod55_nsi_hist,r_dc_internal_cod55_nsi_hist_ro,g_dc_d_internal_cod55_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod67_nsi_hist,r_dc_internal_cod67_nsi_hist_ro,g_dc_d_internal_cod67_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod70_nsi_hist,r_dc_internal_cod70_nsi_hist_ro,g_dc_d_internal_cod70_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod77_nsi_hist,r_dc_internal_cod77_nsi_hist_ro,g_dc_d_internal_cod77_nsi_hist_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_client,r_dc_internal_cod13_client_ro,g_dc_d_internal_cod13_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod16_client,r_dc_internal_cod16_client_ro,g_dc_d_internal_cod16_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod18_client,r_dc_internal_cod18_client_ro,g_dc_d_internal_cod18_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod38_client,r_dc_internal_cod38_client_ro,g_dc_d_internal_cod38_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod40_client,r_dc_internal_cod40_client_ro,g_dc_d_internal_cod40_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod42_client,r_dc_internal_cod42_client_ro,g_dc_d_internal_cod42_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod44_client,r_dc_internal_cod44_client_ro,g_dc_d_internal_cod44_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod49_client,r_dc_internal_cod49_client_ro,g_dc_d_internal_cod49_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod52_client,r_dc_internal_cod52_client_ro,g_dc_d_internal_cod52_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod54_client,r_dc_internal_cod54_client_ro,g_dc_d_internal_cod54_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod55_client,r_dc_internal_cod55_client_ro,g_dc_d_internal_cod55_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod67_client,r_dc_internal_cod67_client_ro,g_dc_d_internal_cod67_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod70_client,r_dc_internal_cod70_client_ro,g_dc_d_internal_cod70_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod77_client,r_dc_internal_cod77_client_ro,g_dc_d_internal_cod77_client_ro,ТУЗ,u_dc_s_custom_rb,
,internal_cod13_client_hist,r_dc_internal_cod13_client_hist_ro,g_dc_d_internal_cod13_client_hist_ro,ТУЗ,u_dc_s_custom_rb,
